,name,product_link,price,image_link,image_name
245, HP V214b 20.7-inch Monitor,https://www.startech.com.bd/hp-v214b-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/hp-monitor/V214b/V214b-228x228.png,HP V214b 20.7-inch Monitor
246, PHILIPS 21.5” 226E9QDSB IPS GAMING LED AMD Free Sync MONITOR,https://www.startech.com.bd/philips-226e9qdsb-69-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/philips/226e9qdsb-69/226e9qdsb-228x228.jpg,PHILIPS 21.5” 226E9QDSB IPS GAMING LED AMD Free Sync MONITOR
247, Philips 328C7QJSG/69 full hd 144Hz curved Lcd Monitor,https://www.startech.com.bd/philips-328C7qsg-69-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/philips/328c7qjsg/328c7qjsg-228x228.png,Philips 328C7QJSG/69 full hd 144Hz curved Lcd Monitor
248," ASUS ZenScreen MB16AC 15.6"" Full HD 1920x1080 IPS USB Type-C Portable Monitor",https://www.startech.com.bd/asus-zenscreen-mb16ac-portable-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/asus/zenscreen-mb16ac/zenscreen-mb16ac-1-228x228.jpg,"ASUS ZenScreen MB16AC 15.6"" Full HD 1920x1080 IPS USB Type-C Portable Monitor"
249, Dell E1916H 18.5 Inch LED Monitor (VGA+DP),https://www.startech.com.bd/dell-e1916h-led-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/dell/e1916h/e1916h-1-228x228.jpg,Dell E1916H 18.5 Inch LED Monitor (VGA+DP)
250, Asus ROG Strix XG248Q 24 Inch FHD Gaming Monitor,https://www.startech.com.bd/asus-rog-strix-xg248q-gaming-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/asus/rog-strix-xg248q/rog-strix-xg248q-1-228x228.jpg,Asus ROG Strix XG248Q 24 Inch FHD Gaming Monitor
251, HP EliteDisplay E230t 23-inch Touch Monitor,https://www.startech.com.bd/hp-elitedisplay-e230t-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/hp-monitor/e230t/e230t-228x228.jpg,HP EliteDisplay E230t 23-inch Touch Monitor
252," Asus BE229QLB 21.5"" Full HD IPS Business Monitor",https://www.startech.com.bd/asus-be229qlb-business-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/asus/be229qlb/be229qlb-01-228x228.jpg,"Asus BE229QLB 21.5"" Full HD IPS Business Monitor"
253, Asus ROG Strix XG49VQ 49 Inch 4K Gaming Monitor,https://www.startech.com.bd/asus-rog-strix-xg49vq-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/asus/xg49vq/xg49vq-main-228x228.jpg,Asus ROG Strix XG49VQ 49 Inch 4K Gaming Monitor
254, LG 24GL600F-B 24 Inch 144Hz Gaming Monitor,https://www.startech.com.bd/lg-24gl600f-b-ultragear-gaming-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/lg-monitor/24gl600f-b/24gl600f-b-1-228x228.jpg,LG 24GL600F-B 24 Inch 144Hz Gaming Monitor
255," LG 27MK600M-B 27"" IPS Full HD Monitor with Radeon FreeSync Technology",https://www.startech.com.bd/lg-27mk600m-b-ips-full-hd-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/lg-monitor/lg24mk600m/lg24mk600m-1-228x228.jpg,"LG 27MK600M-B 27"" IPS Full HD Monitor with Radeon FreeSync Technology"
256, HP EliteDisplay E243 23.8-inch IPS Full HD Monitor,https://www.startech.com.bd/hp-elite-display-e243-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/hp-monitor/elite-display/e243/e243-1-228x228.jpg,HP EliteDisplay E243 23.8-inch IPS Full HD Monitor
257, BenQ SW240 PhotoVue 24 inch WUXGA Color Accuracy IPS Monitor for Photography,https://www.startech.com.bd/benq-sw240-photovue-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/benq/sw240-photovue/sw240-photovue-2-228x228.jpg,BenQ SW240 PhotoVue 24 inch WUXGA Color Accuracy IPS Monitor for Photography
258, AOC 22V2Q 21.5 inch Full HD Borderless FlickerFree IPS Monitor,https://www.startech.com.bd/aoc-22v2q-fhd-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/aoc/22v2q/22v2q-1-228x228.jpg,AOC 22V2Q 21.5 inch Full HD Borderless FlickerFree IPS Monitor
259, MSI Optix G241VC 24-Inch Full HD Curved Gaming Monitor,https://www.startech.com.bd/msi-optix-g241vc-full-hd-gaming-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/msi/g241vc/g241vc-1-228x228.jpg,MSI Optix G241VC 24-Inch Full HD Curved Gaming Monitor
260, ASUS ProArt PA24AC 24 inch HDR Eye Care Professional Monitor,https://www.startech.com.bd/asus-pa24ac-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/asus/pa24ac/pa24ac-1-228x228.jpg,ASUS ProArt PA24AC 24 inch HDR Eye Care Professional Monitor
261, ASUS BE249QLBH 24 Inch FHD IPS Business Monitor,https://www.startech.com.bd/asus-be249qlbh-24-business-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/asus/be249qlbh/be249qlbh-228x228.jpg,ASUS BE249QLBH 24 Inch FHD IPS Business Monitor
262, AOC I2080SW 19.5-inch IPS LED Backlit Computer Monitor,https://www.startech.com.bd/aoc-i2080sw-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/aoc/i2080sw/i2080sw-1-228x228.jpg,AOC I2080SW 19.5-inch IPS LED Backlit Computer Monitor
263," HP P204 19.5 Inch HD+ LED Monitor (HDMI, VGA, DP)",https://www.startech.com.bd/hp-p204-hd-led-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/hp-monitor/p204/p204-led-monitor-1-228x228.jpg,"HP P204 19.5 Inch HD+ LED Monitor (HDMI, VGA, DP)"
264," Acer ET221Qbi 21.5"" W-LED HD Monitor",https://www.startech.com.bd/acer-et221qbi-hd-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/acer/et221qbi/et221qbi-1-228x228.jpg,"Acer ET221Qbi 21.5"" W-LED HD Monitor"
265, Asus VA27EHE 27 Inch Full HD Eye Care Monitor,https://www.startech.com.bd/asus-va27ehe-led-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/asus/va27ehe/va27ehe-01-228x228.jpg,Asus VA27EHE 27 Inch Full HD Eye Care Monitor
266, BenQ SW270C 27 inch 2K QHD Photographer Monitor,https://www.startech.com.bd/benq-sw270c-photographer-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/benq/sw270c/sw270c-1-228x228.jpg,BenQ SW270C 27 inch 2K QHD Photographer Monitor
267," Philips 203V5LSB2 19.5"" LCD VGA Monitor",https://www.startech.com.bd/philips-203v5lsb2-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/philips/203v5lsb2/203v5lsb2-1-228x228.jpg,"Philips 203V5LSB2 19.5"" LCD VGA Monitor"
268, Asus VA32UQ 31.5” HDR 4K FreeSync Eye Care Monitor,https://www.startech.com.bd/asus-va32uq-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/asus/va32uq/va32uq-228x228.jpg,Asus VA32UQ 31.5” HDR 4K FreeSync Eye Care Monitor
269, Acer AOPEN 20CH1Q 19.5 Inch LED Monitor,https://www.startech.com.bd/acer-aopen-20ch1q-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/acer/aopen/20ch1q/20ch1q-1-228x228.jpg,Acer AOPEN 20CH1Q 19.5 Inch LED Monitor
270, ASUS TUF VG249Q 24 Inch 144Hz Free-Sync Gaming Monitor,https://www.startech.com.bd/asus-tuf-vg249q-gaming-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/asus/vg249q/vg249q-1-228x228.jpg,ASUS TUF VG249Q 24 Inch 144Hz Free-Sync Gaming Monitor
271, HP EliteDisplay E324Q 31.5'' 2K Monitor,https://www.startech.com.bd/hp-elitedisplay-e324q-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/hp-monitor/e324q/e324q-1-228x228.jpg,HP EliteDisplay E324Q 31.5'' 2K Monitor
272, HP EliteDisplay E243m 23.8 Inch IPS Full HD Monitor,https://www.startech.com.bd/hp-elitedisplay-e243m-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/hp-monitor/elite-display/e243m/e243m-1-228x228.jpg,HP EliteDisplay E243m 23.8 Inch IPS Full HD Monitor
273, MSI Optix MAG271C 27 Inch Full HD LED Curved Gaming Monitor With 144Hz Refresh Rate,https://www.startech.com.bd/msi-mag271c-27-gaming-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/msi/msi-mag271cr-27-144hz-gaming-monitor/msi-mag271cr-27-144hz-gaming-monitor-228x228.jpg,MSI Optix MAG271C 27 Inch Full HD LED Curved Gaming Monitor With 144Hz Refresh Rate
274," MSI Optix MAG322CQRV 32"" 144Hz QHD(2K) LED Curved Monitor",https://www.startech.com.bd/msi-optix-mag322cqrv-curved-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/msi/mag322cqrv/mag322cqrv-228x228.jpg,"MSI Optix MAG322CQRV 32"" 144Hz QHD(2K) LED Curved Monitor"
275, Samsung LS22R350 22'' FHD 75Hz Gaming LED Monitor,https://www.startech.com.bd/samsung-ls22r350-22-inch-gaming-led-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/television/samsung/ls22r350/ls22r350-1-228x228.jpg,Samsung LS22R350 22'' FHD 75Hz Gaming LED Monitor
276, ACER K202HQL 19.5 Inch HD LED Monitor,https://www.startech.com.bd/acer-k202hql-led-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/acer/k202hql/k202hql-1-228x228.jpg,ACER K202HQL 19.5 Inch HD LED Monitor
277, Dell SE2419HR 24 Inch Full HD LED Monitor,https://www.startech.com.bd/dell-se2419hr-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/dell/se2419hr/se2419hr-1-228x228.jpg,Dell SE2419HR 24 Inch Full HD LED Monitor
278, Asus VZ249HEG1R 23.8 inch FHD IPS Gaming Monitor,https://www.startech.com.bd/asus-vz249heg1r-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/asus/vz249heg1r/vz249heg1r-228x228.jpg,Asus VZ249HEG1R 23.8 inch FHD IPS Gaming Monitor
279, ASUS TUF VG27WQ 27 Inch WQHD 165Hz Curved Gaming Monitor,https://www.startech.com.bd/asus-tuf-vg27wq-27-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/asus/tuf-vg27wq/tuf-vg27wq-228x228.jpg,ASUS TUF VG27WQ 27 Inch WQHD 165Hz Curved Gaming Monitor
280, ASUS BE24DQLB 24 Inch Video Conferencing Full HD IPS Monitor,https://www.startech.com.bd/asus-be24dqlb-24-inch-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/asus/be24dqlb/be24dqlb-228x228.jpg,ASUS BE24DQLB 24 Inch Video Conferencing Full HD IPS Monitor
281, BenQ PD3220U 32” 4K IPS Thunderbolt 3 Monitor with Display P3,https://www.startech.com.bd/benq-pd3220u-thunderbolt-3-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/benq/pd3220u/pd3220u-1-228x228.jpeg,BenQ PD3220U 32” 4K IPS Thunderbolt 3 Monitor with Display P3
282, BENQ EW2780 27-INCH HDR FREESYNC IPS MONITOR,https://www.startech.com.bd/benq-ew2780-ips-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/benq/ew2780/ew2780-1-228x228.jpeg,BENQ EW2780 27-INCH HDR FREESYNC IPS MONITOR
283," BenQ EW2480 23.8"" Eye-Care IPS Monitor",https://www.startech.com.bd/benq-ew2480-eye-care-ips-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/benq/ew2480/ew2480-1-228x228.jpg,"BenQ EW2480 23.8"" Eye-Care IPS Monitor"
284," Walton WD238V02 23.8"" LED Backlight Display Monitor",https://www.startech.com.bd/walton-wd238v02-backlight-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/walton/wd238v02/wd238v02-1-228x228.jpg,"Walton WD238V02 23.8"" LED Backlight Display Monitor"
285, Walton WD238A01 23.8” Full HD LED Display Monitor,https://www.startech.com.bd/walton-wd238a01-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/walton/wd238a01/wd238a01-1-228x228.jpg,Walton WD238A01 23.8” Full HD LED Display Monitor
286, Walton WD185T01 18.5” HD LED Monitor,https://www.startech.com.bd/walton-wd185t01-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/walton/wd185t01/wd185t01-2-228x228.jpg,Walton WD185T01 18.5” HD LED Monitor
287, MSI Pro MP221 21.5 inch FHD Monitor (HDMI),https://www.startech.com.bd/msi-pro-mp221-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/msi/pro-mp221/pro-mp221-228x228.jpg,MSI Pro MP221 21.5 inch FHD Monitor (HDMI)
288," Viewsonic XG2401 24"" 144Hz Full HD Gaming Monitor",https://www.startech.com.bd/viewsonic-xg2401-fhd-gaming-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/viewsonic/xg2401/xg2401-1-228x228.jpg,"Viewsonic XG2401 24"" 144Hz Full HD Gaming Monitor"
289, ASUS ZenScreen MB16ACE 15.6” USB Type-C IPS Monitor,https://www.startech.com.bd/asus-zenscreen-mb16ace-ips-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/asus/mb16ace-zenscreen/mb16ace-zenscreen-1-228x228.jpg,ASUS ZenScreen MB16ACE 15.6” USB Type-C IPS Monitor
290," ASUS ZenScreen MB14AC 14"" USB Type-C IPS Full HD Monitor",https://www.startech.com.bd/asus-zenscreen-mb14ac-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/asus/zenscreen-mb14ac/zenscreen-mb14ac-1-228x228.jpg,"ASUS ZenScreen MB14AC 14"" USB Type-C IPS Full HD Monitor"
291," ASUS BE27AQLB 27"" WQHD IPS Business Monitor",https://www.startech.com.bd/asus-be27aqlb-wqhd-ips-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/asus/be27aqlb/be27aqlb-1-228x228.jpg,"ASUS BE27AQLB 27"" WQHD IPS Business Monitor"
292," ASUS Designo MX27UCS 27"" 4K UHD IPS USB Type-C Eye Care Monitor",https://www.startech.com.bd/asus-designo-mx27ucs-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/asus/designo-mx27ucs/designo-mx27ucs-1-228x228.jpg,"ASUS Designo MX27UCS 27"" 4K UHD IPS USB Type-C Eye Care Monitor"
293, MSI G241V 23.8'' 75Hz FHD IPS Gaming Monitor,https://www.startech.com.bd/msi-g241v-gaming-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/msi/g241v/g241v-228x228.jpg,MSI G241V 23.8'' 75Hz FHD IPS Gaming Monitor
294," ViewSonic VA2732-H 27"" Full HD IPS Monitor",https://www.startech.com.bd/viewsonic-va2732-h-27-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/viewsonic/va2732-h/va2732-h-228x228.jpg,"ViewSonic VA2732-H 27"" Full HD IPS Monitor"
295," ViewSonic VP2458 24"" Frameless 1080p sRGB IPS Monitor",https://www.startech.com.bd/viewsonic-vp2458-24-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/viewsonic/vp2458/vp2458-228x228.jpg,"ViewSonic VP2458 24"" Frameless 1080p sRGB IPS Monitor"
296," HP V27i 27"" Full HD IPS Monitor",https://www.startech.com.bd/hp-v27i-fhd-ips-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/hp-monitor/v27i/v27i-1-228x228.jpg,"HP V27i 27"" Full HD IPS Monitor"
297, HP V24i 24'' Full HD IPS Monitor,https://www.startech.com.bd/hp-v24i-fhd-ips-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/hp-monitor/v24i/v24i-001-228x228.jpg,HP V24i 24'' Full HD IPS Monitor
298, Samsung F27T350FHW 27'' Full HD LED IPS Monitor,https://www.startech.com.bd/samsung-f27t350fhw-27-inch-fhd-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/samsung/f27t350fhw/f27t350fhw-1-228x228.jpg,Samsung F27T350FHW 27'' Full HD LED IPS Monitor
299," ASUS ProArt PA32UC 32"" 4K UHD HDR Professional IPS LCD Monitor",https://www.startech.com.bd/asus-proart-pa32uc-32-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/asus/proart-pa32uc/proart-pa32uc-228x228.jpg,"ASUS ProArt PA32UC 32"" 4K UHD HDR Professional IPS LCD Monitor"
300, Xiaomi Mi 1C 23.8 Inch Full HD IPS Monitor,https://www.startech.com.bd/xiaomi-mi-1c-fhd-ips-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/xiaomi/mi-1c/mi-1c-1-228x228.jpeg,Xiaomi Mi 1C 23.8 Inch Full HD IPS Monitor
301, Asus VA24DQLB 23.8 Inch 75Hz Full HD Eye Care IPS Monitor,https://www.startech.com.bd/asus-va24dqlb-full-hd-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/asus/va24dqlb/va24dqlb-1-228x228.jpg,Asus VA24DQLB 23.8 Inch 75Hz Full HD Eye Care IPS Monitor
302," Acer V196HQL 18.5"" HD LED Monitor",https://www.startech.com.bd/acer-v196hql-led-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/acer/v196hql/acer-v196hql-monitor-228x228.JPG,"Acer V196HQL 18.5"" HD LED Monitor"
303, HP X24ih 24'' 144Hz FreeSync IPS Full HD Gaming Monitor,https://www.startech.com.bd/hp-x24ih-ips-fhd-gaming-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/hp-monitor/x24ih/x24ih-1-228x228.jpg,HP X24ih 24'' 144Hz FreeSync IPS Full HD Gaming Monitor
304, Samsung F24T350FHW 24'' 75Hz IPS LED Monitor,https://www.startech.com.bd/samsung-f24t350fhw-ips-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/samsung/f24t350fhw/f24t350fhw-228x228.JPG,Samsung F24T350FHW 24'' 75Hz IPS LED Monitor
305," HP P27h G4 27"" Full HD IPS Monitor",https://www.startech.com.bd/hp-p27h-g4-fhd-ips-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/hp-monitor/p27h-g4/p27h-g4-1-228x228.jpg,"HP P27h G4 27"" Full HD IPS Monitor"
306, ViewSonic VA2232-H 22” Full HD IPS Monitor,https://www.startech.com.bd/viewsonic-va2232-h-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/viewsonic/va2232-h/va2232-h-01-228x228.jpg,ViewSonic VA2232-H 22” Full HD IPS Monitor
307," ViewSonic VA2261-2 22"" 1080p Home and Office Monitor",https://www.startech.com.bd/viewsonic-va2261-2-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/viewsonic/va2261-2/va2261-2-1-228x228.jpg,"ViewSonic VA2261-2 22"" 1080p Home and Office Monitor"
308," HP P27V G4 27"" IPS LED Monitor",https://www.startech.com.bd/hp-p27v-g4-27-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/hp-monitor/p27v-g4/p27v-g4-228x228.jpg,"HP P27V G4 27"" IPS LED Monitor"
309, Hikvision DS-D5019QE-B 19'' HD LED Backlight Monitor (HDMI),https://www.startech.com.bd/hikvision-surveillance-ds-d5019qe-b-backlight-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/hikvision/surveillance-ds-d5019qe-b/surveillance-ds-d5019qe-b-011-228x228.jpg,Hikvision DS-D5019QE-B 19'' HD LED Backlight Monitor (HDMI)
310, ViewSonic VA2256-H 21.5'' 1080p FHD Home and Office Monitor,https://www.startech.com.bd/viewsonic-va2256-h-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/viewsonic/va2256-h/va2256-h-1-228x228.jpg,ViewSonic VA2256-H 21.5'' 1080p FHD Home and Office Monitor
311," ViewSonic VA2418-SH 23.8"" Full HD IPS Monitor",https://www.startech.com.bd/viewsonic-va2418-sh-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/viewsonic/va2418-sh/va2418-sh-1-228x228.jpg,"ViewSonic VA2418-SH 23.8"" Full HD IPS Monitor"
312," HP OMEN X25f 24.5"" Full HD 240Hz G-Sync Gaming Monitor",https://www.startech.com.bd/hp-omen-x-25f-gaming-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/hp-monitor/omen-x-25f/omen-x-25f-01-228x228.jpg,"HP OMEN X25f 24.5"" Full HD 240Hz G-Sync Gaming Monitor"
313," HP E24 G4 23.8"" FHD IPS Monitor",https://www.startech.com.bd/hp-e24-g4-fhd-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/hp-monitor/e24-g4/e24-g4-010-228x228.jpg,"HP E24 G4 23.8"" FHD IPS Monitor"
314," HP P24h G4 23.8"" FHD Monitor",https://www.startech.com.bd/hp-p24h-g4-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/hp-monitor/p24h-g4/p24h-g4-01-228x228.jpg,"HP P24h G4 23.8"" FHD Monitor"
315, MSI Optix G27C5 27″ Curved FHD 165Hz Gaming Monitor,https://www.startech.com.bd/msi-optix-g27c5-27-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/msi/optix-g27c5-27/optix-g27c5-27-1-228x228.jpg,MSI Optix G27C5 27″ Curved FHD 165Hz Gaming Monitor
316," MSI Optix G242 24"" 144 Hz FHD FreeSync eSports Gaming Monitor",https://www.startech.com.bd/msi-optix-g242-24-gaming-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/msi/optix-g242-24/optix-g242-24-228x228.jpg,"MSI Optix G242 24"" 144 Hz FHD FreeSync eSports Gaming Monitor"
317, Samsung 27AM500 27'' M5 Smart WiFi FHD Monitor,https://www.startech.com.bd/samsung-27am500-m5-smart-wifi-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/samsung/27am500-m5/27am500-m5-01-228x228.jpg,Samsung 27AM500 27'' M5 Smart WiFi FHD Monitor
318, Samsung 32AM500 32'' M5 Smart WiFi FHD Monitor,https://www.startech.com.bd/samsung-32am500-m5-smart-wifi-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/samsung/32am500-m5/32am500-m5-01-228x228.jpg,Samsung 32AM500 32'' M5 Smart WiFi FHD Monitor
319," Samsung 32AM700 32"" M7 4K UHD Smart WiFi Monitor",https://www.startech.com.bd/samsung-32am700-m7-4k-uhd-smart-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/samsung/32am700-m7/32am700-m7-01-228x228.jpg,"Samsung 32AM700 32"" M7 4K UHD Smart WiFi Monitor"
320," Philips 242M8 24"" FHD IPS 144hz Gaming Monitor",https://www.startech.com.bd/philips-242m8-gaming-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/philips/242m8/242m8-01-228x228.jpg,"Philips 242M8 24"" FHD IPS 144hz Gaming Monitor"
321," HP V20 19.5"" HD+ LED TN Monitor",https://www.startech.com.bd/hp-v20-hd-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/hp-monitor/v20/v20-228x228.jpg,"HP V20 19.5"" HD+ LED TN Monitor"
322," ASUS BE24AQLB 24"" IPS Business Monitor",https://www.startech.com.bd/asus-be24aqlb-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/asus/be24aqlb/be24aqlb-01-228x228.jpg,"ASUS BE24AQLB 24"" IPS Business Monitor"
323," Asus VG255H 24.5"" FHD Freesync TN Console Gaming Monitor",https://www.startech.com.bd/asus-vg255h-gaming-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/asus/vg255h/vg255h-01-228x228.jpg,"Asus VG255H 24.5"" FHD Freesync TN Console Gaming Monitor"
324," HP Z24f G3 23.8"" IPS FHD Monitor",https://www.startech.com.bd/hp-z24f-g3-fhd-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/hp-monitor/z24f-g3/z24f-g3-01-228x228.jpg,"HP Z24f G3 23.8"" IPS FHD Monitor"
325," Samsung C27G55T Odyssey G5 27"" 2K 144Hz Curved  Gaming Monitor",https://www.startech.com.bd/samsung-odyssey-g5-27-inch-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/samsung/odyssey-g5-27-inch/odyssey-g5-27-inch-228x228.jpg,"Samsung C27G55T Odyssey G5 27"" 2K 144Hz Curved  Gaming Monitor"
326, BenQ PD2700U DesignVue 27'' 4K UHD IPS Designer Monitor,https://www.startech.com.bd/benq-pd2700u-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/benq/pd2700u/pd2700u-front-228x228.jpg,BenQ PD2700U DesignVue 27'' 4K UHD IPS Designer Monitor
327," HP M24fw 24"" FHD IPS Monitor",https://www.startech.com.bd/hp-m24fw-24-inch-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/hp-monitor/m24fw/m24fw-228x228.jpg,"HP M24fw 24"" FHD IPS Monitor"
328," LG 32UN880-B 32"" UltraFine Ergo 4K UHD HDR10 Monitor",https://www.startech.com.bd/lg-32un880-b-32-inch-ultrafine-ergo-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/lg-monitor/32un880-b/32un880-b-2-228x228.jpg,"LG 32UN880-B 32"" UltraFine Ergo 4K UHD HDR10 Monitor"
329," HP Z27k G3 27"" 4K USB-C IPS Monitor",https://www.startech.com.bd/hp-z27k-g3-27-inch-4k-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/hp-monitor/z27k-g3/z27k-g3-228x228.jpg,"HP Z27k G3 27"" 4K USB-C IPS Monitor"
330," ASUS TUF Gaming VG279Q1A 27"" FHD Gaming Monitor",https://www.startech.com.bd/asus-tuf-gaming-vg279q1a-gaming-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/asus/vg279q1a/vg279q1a-1-228x228.jpg,"ASUS TUF Gaming VG279Q1A 27"" FHD Gaming Monitor"
331," HP Z27Q G3 27"" 2K QHD IPS Monitor",https://www.startech.com.bd/hp-z27q-g3-27inch-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/hp-monitor/z27q-g3/z27q-g3-center-228x228.jpg,"HP Z27Q G3 27"" 2K QHD IPS Monitor"
332, Asus VP32AQ 32-Inch 2K WQHD IPS Monitor,https://www.startech.com.bd/asus-vp32aq-32-inch-2k-ips-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/asus/vp32aq/vp32aq-01-228x228.jpg,Asus VP32AQ 32-Inch 2K WQHD IPS Monitor
333," GameMax GMX34CKXQ 34"" 144Hz 2K WQHD FreeSync G-Sync Curved Gaming Monitor",https://www.startech.com.bd/gamemax-gmx34ckxq-wqhd-gaming-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/gamemax/gmx34ckxq/gmx34ckxq-01-228x228.jpg,"GameMax GMX34CKXQ 34"" 144Hz 2K WQHD FreeSync G-Sync Curved Gaming Monitor"
