,name,product_link,price,image_link,image_name
83, Asus TUF VG259Q 24.5” 144Hz Full HD Gaming Monitor,https://www.startech.com.bd/asus-tuf-vg259q-gaming-monitor,"
31,250৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/asus/tuf-vg259q/tuf-vg259q-228x228.jpg,Asus TUF VG259Q 24.5” 144Hz Full HD Gaming Monitor
84," LG 32ML600M 32"" IPS Full HD HDR 75Hz Gaming Monitor",https://www.startech.com.bd/lg-32ml600m-gaming-monitor,"
31,500৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/lg-monitor/32ml600m/32ml600m-01-228x228.jpg,"LG 32ML600M 32"" IPS Full HD HDR 75Hz Gaming Monitor"
85," ViewSonic TD1655 16"" Portable Multi-Touch IPS FHD Monitor",https://www.startech.com.bd/viewsonic-td1655-16-inch-portable-multi-touch-monitor,"
32,000৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/viewsonic/td1655/td1655-01-228x228.jpg,"ViewSonic TD1655 16"" Portable Multi-Touch IPS FHD Monitor"
86," BenQ GW2785TC 27"" FHD Eye-Care Stylish IPS Monitor",https://www.startech.com.bd/benq-gw2785tc-fhd-monitor,"
33,500৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/benq/gw2485tc/gw2485tc-01-228x228.jpg,"BenQ GW2785TC 27"" FHD Eye-Care Stylish IPS Monitor"
87, Xiaomi XMMNT27HQ 27-Inch QHD 165Hz Gaming Monitor,https://www.startech.com.bd/xiaomi-27-inch-qhd-165hz-gaming-monitor,"
34,250৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/xiaomi/xiaomi-27-inch/xiaomi-xmmnt27hq-monitor-2-228x228.jpg,Xiaomi XMMNT27HQ 27-Inch QHD 165Hz Gaming Monitor
88," ASUS TUF GAMING VG259QR 24.5"" FHD 165Hz 1ms G-Sync Gaming Monitor",https://www.startech.com.bd/asus-tuf-gaming-vg259qr-fhd-g-sync-gaming-monitor,"
34,250৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/asus/tuf-gaming-vg259qr/tuf-gaming-vg259qr-01-228x228.jpg,"ASUS TUF GAMING VG259QR 24.5"" FHD 165Hz 1ms G-Sync Gaming Monitor"
89," Fantech GM271SF Chimera 27"" 165Hz IPS FHD Gaming Monitor",https://www.startech.com.bd/fantech-gm271sf-chimera-gaming-monitor,"
34,500৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/fantech/gm271sf/gm271sf-1-228x228.jpg,"Fantech GM271SF Chimera 27"" 165Hz IPS FHD Gaming Monitor"
90," BenQ Mobiuz EX2510S 24.5"" 165Hz 1ms IPS Gaming Monitor",https://www.startech.com.bd/benq-mobiuz-ex2510s-gaming-monitor,"
34,500৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/benq/mobiuz-ex2510/mobiuz-ex2510-228x228.jpg,"BenQ Mobiuz EX2510S 24.5"" 165Hz 1ms IPS Gaming Monitor"
91, HP E27q G4 27 Inch 2K QHD IPS Monitor,https://www.startech.com.bd/hp-e27q-g4-qhd-monitor,"
35,000৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/hp-monitor/e27q-g4/e27q-g4-01-228x228.jpg,HP E27q G4 27 Inch 2K QHD IPS Monitor
92," Asus VG278QR 27"" 165Hz G-SYNC LED Gaming Monitor",https://www.startech.com.bd/asus-vg278qr-gaming-monitor,"
35,250৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/asus/vg278qr/asus-vg278qr-228x228.jpg,"Asus VG278QR 27"" 165Hz G-SYNC LED Gaming Monitor"
93, ASUS TUF Gaming VG279Q1R 27 Inch 144Hz Full HD IPS Gaming Monitor,https://www.startech.com.bd/asus-tuf-gaming-vg279q1r-monitor,"
35,250৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/asus/vg279q1r/asus-tuf-gaming-vg279q1r-fullhd-monitor-228x228.png,ASUS TUF Gaming VG279Q1R 27 Inch 144Hz Full HD IPS Gaming Monitor
94, BenQ EL2870U 28'' 4K 1ms Gaming Monitor,https://www.startech.com.bd/benq-el2870u-4k-gaming-monitor,"
36,500৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/benq/el2870u/el2870u-01-228x228.jpg,BenQ EL2870U 28'' 4K 1ms Gaming Monitor
95," Viewsonic VX3276-2K-mhd-2 32"" IPS QHD Entertainment Monitor",https://www.startech.com.bd/viewsonic-vx3276-2k-mhd-2-monitor,"
37,200৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/viewsonic/vx3276-2k-mhd-2/vx3276-2k-mhd-2-1-228x228.jpg,"Viewsonic VX3276-2K-mhd-2 32"" IPS QHD Entertainment Monitor"
96," Asus ProArt Display PA248QV 24"" Adaptive-Sync IPS Professional Monitor",https://www.startech.com.bd/asus-proart-pa248qv-ips-professional-monitor,"
37,250৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/asus/pa248qv/pa248qv-01-228x228.jpg,"Asus ProArt Display PA248QV 24"" Adaptive-Sync IPS Professional Monitor"
97, BenQ Zowie XL2731 144Hz 27 Inch 1ms Gaming Monitor,https://www.startech.com.bd/benq-zowie-xl2731-gaming-monitor,"
37,500৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/benq/xl2731-001-228x228.jpg,BenQ Zowie XL2731 144Hz 27 Inch 1ms Gaming Monitor
98," Benq Mobiuz EX2710 27"" 144Hz 1ms FHD IPS Gaming Monitor",https://www.startech.com.bd/benq-mobiuz-ex2710-27-monitor,"
37,500৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/benq/mobiuz-ex2710/mobiuz-ex2710-228x228.jpg,"Benq Mobiuz EX2710 27"" 144Hz 1ms FHD IPS Gaming Monitor"
99," BenQ MOBIUZ EX2710S 27"" 165Hz HDR10 FreeSync FHD Gaming Monitor",https://www.startech.com.bd/benq-mobiuz-ex2710s-gaming-monitor,"
37,500৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/benq/ex2710s/ex2710s-01-228x228.jpg,"BenQ MOBIUZ EX2710S 27"" 165Hz HDR10 FreeSync FHD Gaming Monitor"
100," Gamemax GMX 27C165Q 27"" 2K WQHD G-SYNC Curved Gaming Monitor",https://www.startech.com.bd/gamemax-gmx-27c165q-27-inch-2k-gaming-monitor,"
38,650৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/gamemax/gmx-27c165q/gmx-27c165q-01-228x228.jpg,"Gamemax GMX 27C165Q 27"" 2K WQHD G-SYNC Curved Gaming Monitor"
101," HP M32f 31.5"" Full HD FreeSync Monitor",https://www.startech.com.bd/hp-m32f-fhd-monitor,"
38,900৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/hp-monitor/m32f/m32f-01-228x228.jpg,"HP M32f 31.5"" Full HD FreeSync Monitor"
102," GameMax GMX32CEWQ 32"" 144Hz 2K WQHD FreeSync Curved Gaming Monitor",https://www.startech.com.bd/gamemax-gmx32cewq-wqhd-gaming-monitor,"
39,000৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/gamemax/gmx32cewq/gmx32cewq-01-228x228.jpg,"GameMax GMX32CEWQ 32"" 144Hz 2K WQHD FreeSync Curved Gaming Monitor"
103," ASUS ProArt PA247CV 23.8"" FHD IPS LED Professional Monitor",https://www.startech.com.bd/asus-proart-pa247cv-professional-monitor,"
39,250৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/asus/proart-pa247cv/proart-pa247cv-01-228x228.jpg,"ASUS ProArt PA247CV 23.8"" FHD IPS LED Professional Monitor"
104," ASUS VA27AQSB 27"" 2K WQHD IPS Eye Care Monitor",https://www.startech.com.bd/asus-va27aqsb-27-inch-monitor,"
40,250৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/asus/va27aqsb/va27aqsb-01-228x228.jpg,"ASUS VA27AQSB 27"" 2K WQHD IPS Eye Care Monitor"
105," Asus ZenScreen MB16AMT 15.6"" FHD IPS USB Type-C Touch Monitor",https://www.startech.com.bd/asus-zenscreen-mb16amt-touch-monitor,"
40,500৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/asus/zenscreen-mb16amt/zenscreen-mb16amt-01-228x228.jpg,"Asus ZenScreen MB16AMT 15.6"" FHD IPS USB Type-C Touch Monitor"
106," GameMax GMX27F4KWU 27"" 4K UHD Gaming Monitor",https://www.startech.com.bd/gamemax-gmx27f4kwu-4k-uhd-gaming-monitor,"
40,500৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/gamemax/gmx27f4kwu/gmx27f4kwu-01-228x228.jpg,"GameMax GMX27F4KWU 27"" 4K UHD Gaming Monitor"
107, BenQ EW2780Q 27'' 2K QHD Gaming Monitor,https://www.startech.com.bd/benq-ew2780q-2k-gaming-monitor,"
41,500৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/benq/ew2780q/ew2780q-1-228x228.jpg,BenQ EW2780Q 27'' 2K QHD Gaming Monitor
108," GIGABYTE G32QC 32"" 165Hz Curved Gaming Monitor",https://www.startech.com.bd/gigabyte-g32qc-curved-gaming-monitor,"
41,750৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/gigabyte/g32qc/g32qc-1-228x228.jpg,"GIGABYTE G32QC 32"" 165Hz Curved Gaming Monitor"
109," Gigabyte Aorus FI25F 25"" 2‎40Hz sRGB Full HD Gaming Monitor",https://www.startech.com.bd/gigabyte-aorus-fi25f-25-monitor,"
41,750৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/gigabyte/aorus-fi25f/aorus-fi25f-228x228.jpg,"Gigabyte Aorus FI25F 25"" 2‎40Hz sRGB Full HD Gaming Monitor"
110, BenQ PD2700Q DesignVue 27 inch 2K QHD 1440p IPS Monitor,https://www.startech.com.bd/benq-pd2700q-monitor,"
42,500৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/benq/pd2700q/pd2700q-1-228x228.jpg,BenQ PD2700Q DesignVue 27 inch 2K QHD 1440p IPS Monitor
111," ViewSonic VX2758-2KP-MHD 27"" 144Hz WQHD IPS Gaming Monitor",https://www.startech.com.bd/viewsonic-vx2758-2kp-mhd-27-monitor,"
43,000৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/viewsonic/vx2758-2kp-mhd/vx2758-2kp-mhd-228x228.jpg,"ViewSonic VX2758-2KP-MHD 27"" 144Hz WQHD IPS Gaming Monitor"
112," Viewsonic XG2431 24"" 240Hz IPS Gaming Monitor",https://www.startech.com.bd/viewsonic-xg2431-24-inch-gaming-monitor,"
43,000৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/viewsonic/xg2431/xg2431-01-228x228.jpg,"Viewsonic XG2431 24"" 240Hz IPS Gaming Monitor"
113, ASUS TUF VG328H1B 32 Inch FHD 165Hz Curved Gaming Monitor,https://www.startech.com.bd/asus-tuf-vg328h1b-curved-gaming-monitor,"
43,500৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/asus/vg328h1b/vg328h1b-1-228x228.jpg,ASUS TUF VG328H1B 32 Inch FHD 165Hz Curved Gaming Monitor
114, ASUS TUF Gaming VG259QM 24.5inch FHD 280Hz G-SYNC Overclockable Monitor,https://www.startech.com.bd/asus-tuf-vg259qm-oc-monitor,"
43,500৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/asus/vg259qm/vg259qm-228x228.jpg,ASUS TUF Gaming VG259QM 24.5inch FHD 280Hz G-SYNC Overclockable Monitor
115, LG 27GN750-B 27” UltraGear 240Hz G-Sync FHD IPS Gaming Monitor,https://www.startech.com.bd/lg-27gn750-b-ultragear-gaming-monitor,"
43,000৳ 44,500৳
",https://www.startech.com.bd/image/cache/catalog/monitor/lg-monitor/27gn750-b/27gn750-b-1-228x228.jpg,LG 27GN750-B 27” UltraGear 240Hz G-Sync FHD IPS Gaming Monitor
116, ViewSonic VX2705-2KP-MHD 27” 144Hz QHD Gaming Monitor,https://www.startech.com.bd/viewsonic-vx2705-2kp-mhd-27-inch-qhd-gaming-monitor,"
45,000৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/viewsonic/vx2705-2kp-mhd/vx2705-2kp-mhd-001-228x228.jpg,ViewSonic VX2705-2KP-MHD 27” 144Hz QHD Gaming Monitor
117," Viewsonic XG2705-2K 27"" 144Hz QHD IPS Gaming Monitor",https://www.startech.com.bd/viewsonic-xg2705-2k-27-inch-qhd-gaming-monitor,"
45,000৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/viewsonic/xg2705-2k/xg2705-2k-01-228x228.jpg,"Viewsonic XG2705-2K 27"" 144Hz QHD IPS Gaming Monitor"
118," ASUS TUF Gaming VG279QM 27"" HDR Gaming Monitor",https://www.startech.com.bd/asus-tuf-gaming-vg279qm-gaming-monitor,"
45,250৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/asus/vg279qm/vg279qm-228x228.jpg,"ASUS TUF Gaming VG279QM 27"" HDR Gaming Monitor"
119," Gigabyte G34WQC 34"" 144Hz FreeSync Ultra wide Gaming Monitor",https://www.startech.com.bd/gigabyte-g34wqc-34-inch-freesync-gaming-monitor,"
45,450৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/gigabyte/g34wqc/g34wqc-01-228x228.jpg,"Gigabyte G34WQC 34"" 144Hz FreeSync Ultra wide Gaming Monitor"
120," Gigabyte M28U 28"" 4K UHD 144Hz FreeSync KVM Gaming Monitor",https://www.startech.com.bd/gigabyte-m28u-4k-uhd-kvm-gaming-monitor,"
45,750৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/gigabyte/m28u/m28u-01-228x228.jpg,"Gigabyte M28U 28"" 4K UHD 144Hz FreeSync KVM Gaming Monitor"
121," MSI Optix MAG251RX 24.5"" Full HD Gaming Monitor",https://www.startech.com.bd/msi-optix-mag251rx-full-hd-monitor,"
45,900৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/msi/mag251rx/mag251rx-01-228x228.jpg,"MSI Optix MAG251RX 24.5"" Full HD Gaming Monitor"
122," ViewSonic VX3268-2KPC-MHD 32"" MVA 144Hz FreeSync Curved Gaming Monitor",https://www.startech.com.bd/viewsonic-vx3268-2kpc-mhd-gaming-monitor,"
46,000৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/viewsonic/vx3268-2kpc-mhd/vx3268-2kpc-mhd-1-228x228.jpg,"ViewSonic VX3268-2KPC-MHD 32"" MVA 144Hz FreeSync Curved Gaming Monitor"
123, ASUS ProArt PA278QV 27-inch WQHD Monitor,https://www.startech.com.bd/asus-proart-pa278qv-monitor,"
46,350৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/asus/proart-pa278qv/proart-pa278qv-1-228x228.jpg,ASUS ProArt PA278QV 27-inch WQHD Monitor
124, ASUS TUF VG27AQ 27inch 2k 165Hz G-SYNC Gaming Monitor,https://www.startech.com.bd/asus-tuf-gaming-vg27aq-monitor,"
47,250৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/asus/tuf-gaming /vg27aq/vg27aq-1-228x228.jpg,ASUS TUF VG27AQ 27inch 2k 165Hz G-SYNC Gaming Monitor
125," Asus TUF VG27AQ1A 27"" G-SYNC 170Hz 2k Gaming Monitor",https://www.startech.com.bd/asus-tuf-vg27aq1a-27-inch-2k-gaming-monitor,"
47,500৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/asus/tuf-vg27aq1a/tuf-vg27aq1a-02-228x228.jpg,"Asus TUF VG27AQ1A 27"" G-SYNC 170Hz 2k Gaming Monitor"
126," LG UltraGear 27GN800-B 27"" QHD IPS 1ms 144Hz HDR Gaming Monitor",https://www.startech.com.bd/lg-ultragear-27gn800-b-27-inch-144hz-gaming-monitor,"
48,650৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/lg-monitor/27gn800-b/27gn800-b-01-228x228.jpg,"LG UltraGear 27GN800-B 27"" QHD IPS 1ms 144Hz HDR Gaming Monitor"
127, ASUS TUF VG27WQ1B 27” WQHD Curved 165Hz Gaming Monitor,https://www.startech.com.bd/asus-tuf-vg27wq1b-curved-gaming-monitor,"
50,250৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/asus/tuf-vg27wq1b/tuf-vg27wq1b-1-228x228.jpg,ASUS TUF VG27WQ1B 27” WQHD Curved 165Hz Gaming Monitor
128," LG 27UP600-W 27"" 4K UHD IPS Monitor",https://www.startech.com.bd/lg-27up600-w-27-inch-uhd-4k-monitor,"
50,500৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/lg-monitor/27up600-w/27up600-w-01-228x228.jpg,"LG 27UP600-W 27"" 4K UHD IPS Monitor"
129," Asus Tuf VG27AQL1A 170Hz IPS G-Sync 27"" Gamimg Monitor",https://www.startech.com.bd/asus-tuf-vg27aql1a-gaming-monitor,"
51,000৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/asus/vg27aql1a/vg27aql1a-01-228x228.jpg,"Asus Tuf VG27AQL1A 170Hz IPS G-Sync 27"" Gamimg Monitor"
130," BenQ PD3200Q 32"" QHD 2K sRGB Designer Professional Monitor",https://www.startech.com.bd/benq-pd3200q-monitor,"
52,500৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/benq/pd3200q/pd3200q-01-228x228.jpg,"BenQ PD3200Q 32"" QHD 2K sRGB Designer Professional Monitor"
131, LG 27QN880 27 Inch 2K QHD IPS Ergo Black Monitor,https://www.startech.com.bd/lg-27qn880-27-inch-2k-monitor,"
52,500৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/lg-monitor/27QN880 /27qn880-big-228x228.jpg,LG 27QN880 27 Inch 2K QHD IPS Ergo Black Monitor
132," Gigabyte M32U 31.5"" 4K UHD 144Hz FreeSync KVM Gaming Monitor",https://www.startech.com.bd/gigabyte-m32u-4k-uhd-gaming-monitor,"
52,500৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/gigabyte/m32u/m32u-01-228x228.jpg,"Gigabyte M32U 31.5"" 4K UHD 144Hz FreeSync KVM Gaming Monitor"
133, BenQ EX3203R Curved 144Hz 32 Inch QHD 2K Gaming Monitor,https://www.startech.com.bd/benq-ex3203r-144hz-monitor,"
52,900৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/benq/ex3203r/ex3203r-2-228x228.jpg,BenQ EX3203R Curved 144Hz 32 Inch QHD 2K Gaming Monitor
134," Viewsonic VX3211-4K-mhd 32"" 4K Entertainment Monitor",https://www.startech.com.bd/viewsonic-vx3211-4k-mhd-32-inch-4k-monitor,"
53,000৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/viewsonic/vx3211-4k-mhd/vx3211-4k-mhd-01-228x228.jpg,"Viewsonic VX3211-4K-mhd 32"" 4K Entertainment Monitor"
135, BenQ ZOWIE XL2546 24.5 inch FHD 240Hz DyAc Technology 1ms Gaming Monitor,https://www.startech.com.bd/benq-zowie-xl2546-monitor,"
53,500৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/benq/xl2546k/zowie-xl2546-228x228.jpg,BenQ ZOWIE XL2546 24.5 inch FHD 240Hz DyAc Technology 1ms Gaming Monitor
136," Asus VP348QGL 34"" UWQHD LED FreeSync Gaming Monitor",https://www.startech.com.bd/asus-vp348qgl-34-monitor,"
55,250৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/asus/vp348qgl-34/vp348qgl-34-228x228.jpg,"Asus VP348QGL 34"" UWQHD LED FreeSync Gaming Monitor"
137, ASUS ProArt PA278CV 27'' Professional sRGB IPS LED Monitor,https://www.startech.com.bd/asus-proart-pa278cv-professional-monitor,"
55,750৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/asus/pa278cv/pa278cv-228x228.jpg,ASUS ProArt PA278CV 27'' Professional sRGB IPS LED Monitor
138, ASUS TUF VG32VQ1B 32 Inch WQHD 165Hz Curved Gaming Monitor,https://www.startech.com.bd/asus-tuf-vg32vq1b-curved-gaming-monitor,"
56,250৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/asus/vg32vq1b/vg32vq1b-1-228x228.jpg,ASUS TUF VG32VQ1B 32 Inch WQHD 165Hz Curved Gaming Monitor
139, BenQ EW3270U 32 Inch 4K UHD Monitor,https://www.startech.com.bd/benq-zowie-ew3270u-monitor,"
56,500৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/benq/ew3270u/ew3270u-1-228x228.jpg,BenQ EW3270U 32 Inch 4K UHD Monitor
140, Asus VP32UQ 31.5 inch 4K UHD IPS Monitor,https://www.startech.com.bd/asus-vp32uq-4k-uhd-ips-monitor,"
56,500৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/asus/vp32uq/vp32uq-01-228x228.jpg,Asus VP32UQ 31.5 inch 4K UHD IPS Monitor
141," Viewsonic VX3418-2KPC 34"" WQHD 144Hz Adaptive Sync Curved Gaming Monitor",https://www.startech.com.bd/viewsonic-vx3418-2kpc-34-inch-wqhd-curved-gaming-monitor,"
58,000৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/viewsonic/vx3418-2kpc/vx3418-2kpc-03-228x228.jpg,"Viewsonic VX3418-2KPC 34"" WQHD 144Hz Adaptive Sync Curved Gaming Monitor"
142," LG 27GL850 27"" UltraGear Nano IPS 1ms Gaming Monitor",https://www.startech.com.bd/lg-27gl850-gaming-monitor,"
58,750৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/lg-monitor/27gl850-b/27gl850-b-3-228x228.jpg,"LG 27GL850 27"" UltraGear Nano IPS 1ms Gaming Monitor"
143," Viewsonic VP2768 27"" 2K 1440p IPS Monitor",https://www.startech.com.bd/viewsonic-vp2768-ips-monitor,"
60,000৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/viewsonic/vp2768/vp2768-1-228x228.jpg,"Viewsonic VP2768 27"" 2K 1440p IPS Monitor"
144," ViewSonic VA3456-MHDJ 34"" LED Ultrawide IPS Monitor",https://www.startech.com.bd/viewsonic-va3456-mhdj-34-inch-monitor,"
60,000৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/viewsonic/va3456-mhdj/va3456-mhdj-front-228x228.jpg,"ViewSonic VA3456-MHDJ 34"" LED Ultrawide IPS Monitor"
145," Asus ROG Swift PG278QE 27"" 2K WQHD 165Hz Gaming Monitor",https://www.startech.com.bd/asus-rog-swift-pg278qe-gaming-monitor,"
60,250৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/asus/pg278qe/pg278qe-1-228x228.jpg,"Asus ROG Swift PG278QE 27"" 2K WQHD 165Hz Gaming Monitor"
146," LG 27GP850-B 27"" UltraGear 165Hz G-SYNC QHD IPS Gaming Monitor",https://www.startech.com.bd/lg-27gp850-b-27-inch-ultragear-gaming-monitor,"
60,500৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/lg-monitor/27gp850-b/27gp850-b-1-228x228.jpg,"LG 27GP850-B 27"" UltraGear 165Hz G-SYNC QHD IPS Gaming Monitor"
147, BenQ EX2780Q 144Hz 27 Inch QHD 2K Gaming Monitor,https://www.startech.com.bd/benq-ex2780q-monitor,"
61,900৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/benq/ex2780q/ex2780q-228x228.jpg,BenQ EX2780Q 144Hz 27 Inch QHD 2K Gaming Monitor
148, Samsung Odyssey C27G75TQSW 27'' G-Sync 240Hz Curved 2k LED Gaming Monitor,https://www.startech.com.bd/samsung-odyssey-c27g75tqsw-gaming-monitor,"
62,500৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/samsung/odyssey-c27g75tqsw/odyssey-c27g75tqsw-01-228x228.jpg,Samsung Odyssey C27G75TQSW 27'' G-Sync 240Hz Curved 2k LED Gaming Monitor
149, BenQ Zowie XL2546K 25'' 240Hz DyAC+ e-Sports Gaming Monitor,https://www.startech.com.bd/benq-zowie-xl2546k-25-inch-gaming-monitor,"
62,500৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/benq/xl2546k/zowie-xl2546-228x228.jpg,BenQ Zowie XL2546K 25'' 240Hz DyAC+ e-Sports Gaming Monitor
150, BenQ ST4301K 43 Inch Android-Wifi 4K Professional Smart All in One PC Monitor,https://www.startech.com.bd/benq-st4301k-4k-android-digital-signage,"
63,500৳ ",https://www.startech.com.bd/image/cache/catalog/signage/benq/benq-signage-free-gift-228x228.jpg,BenQ ST4301K 43 Inch Android-Wifi 4K Professional Smart All in One PC Monitor
151," LG 32UN650-W 31.5"" UHD 4K HDR IPS Monitor",https://www.startech.com.bd/lg-32un650-w-31-5-monitor,"
63,750৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/lg-monitor/32un650-w/32un650-w-228x228.jpg,"LG 32UN650-W 31.5"" UHD 4K HDR IPS Monitor"
152, BenQ ST4302 43 Inch Android-Wifi 4K Professional Smart Signage,https://www.startech.com.bd/benq-st4302-professional-smart-signage,"
64,000৳ ",https://www.startech.com.bd/image/cache/catalog/signage/benq/benq-signage-free-gift-228x228.jpg,BenQ ST4302 43 Inch Android-Wifi 4K Professional Smart Signage
153," LG 32GP850-B 32"" UltraGear 165Hz G-SYNC QHD IPS Gaming Monitor",https://www.startech.com.bd/lg-32gp850-b-32-inch-ultragear-gaming-monitor,"
64,000৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/lg-monitor/32gp850-b/32gp850-b-228x228.jpg,"LG 32GP850-B 32"" UltraGear 165Hz G-SYNC QHD IPS Gaming Monitor"
154," ASUS ROG Strix XG32VQR 32"" Curved HDR Gaming Monitor",https://www.startech.com.bd/asus-rog-strix-xg32vqr-hdr-gaming-monitor,"
65,250৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/asus/rog-strix-xg32vqr/rog-strix-xg32vqr-01-228x228.jpg,"ASUS ROG Strix XG32VQR 32"" Curved HDR Gaming Monitor"
155, ASUS ProArt Display PA279CV 27” 4K HDR Monitor,https://www.startech.com.bd/asus-proart-display-pa279cv-4k-monitor,"
66,000৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/asus/pa279CV/asus-proart-display-pa279cv-4k-monitor-01-228x228.jpg,ASUS ProArt Display PA279CV 27” 4K HDR Monitor
156, Asus TUF VG35VQ 35” Curved WQHD 100Hz HDR FreeSync Gaming Monitor,https://www.startech.com.bd/asus-tuf-vg35vq-gaming-monitor,"
72,500৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/asus/tuf-vg35vq/tuf-vg35vq-010-228x228.jpg,Asus TUF VG35VQ 35” Curved WQHD 100Hz HDR FreeSync Gaming Monitor
157," LG 34WP65C-B 34"" Curved UltraWide QHD HDR FreeSync Premium Monitor",https://www.startech.com.bd/lg-34wp65c-b-34-inch-curved-ultrawide-monitor,"
73,000৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/lg-monitor/34wp65c-b/34wp65c-b-01-228x228.jpg,"LG 34WP65C-B 34"" Curved UltraWide QHD HDR FreeSync Premium Monitor"
158," BenQ MOBIUZ EX2710R 27"" 165Hz FreeSync 2K QHD Curved Gaming Monitor",https://www.startech.com.bd/benq-mobiuz-ex2710r-curved-gaming-monitor,"
74,500৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/benq/ex2710r/ex2710r-01-228x228.jpg,"BenQ MOBIUZ EX2710R 27"" 165Hz FreeSync 2K QHD Curved Gaming Monitor"
159," BenQ EX3501R 35"" Curved sRGB 2K Monitor",https://www.startech.com.bd/benq-ex3501r-curved-srgb-2k-monitor,"
81,900৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/benq/ex3501r/ex3501r-1-228x228.jpg,"BenQ EX3501R 35"" Curved sRGB 2K Monitor"
160," ViewSonic VX2882-4KP 28"" 150Hz 4K UHD Gaming Monitor",https://www.startech.com.bd/viewsonic-vx2882-4kp-28-inch-4k-uhd-gaming-monitor,"
82,000৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/viewsonic/vx2882-4kp/vx2882-4kp-01-228x228.jpg,"ViewSonic VX2882-4KP 28"" 150Hz 4K UHD Gaming Monitor"
